dqn,date,km,moto
90AH372,2/20/2026,180.07,0
90AH372,2/21/2026,104.64,0
90AH372,2/22/2026,24.26,0
90AH372,2/23/2026,8.29,0
10PK869,2/1/2026,0,0
10PK869,2/2/2026,155.4,0
10PK869,2/3/2026,148.08,0
10PK869,2/4/2026,66.38,0
10PK869,2/5/2026,116.19,0
10PK869,2/6/2026,123.58,0
10PK869,2/7/2026,0,0
10PK869,2/8/2026,0,0
10PK869,2/9/2026,92.29,0
10PK869,2/10/2026,90.7,0
10PK869,2/11/2026,96.96,0
10PK869,2/12/2026,71.83,0
10PK869,2/13/2026,185.19,0
10PK869,2/14/2026,0,0
10PK869,2/15/2026,0,0
10PK869,2/16/2026,414,0
10PK869,2/17/2026,262.18,0
10PK869,2/18/2026,296.38,0
10PK869,2/19/2026,119.63,0
10PK869,2/20/2026,47.33,0
10PK869,2/21/2026,0,0
10PK869,2/22/2026,0,0
10PK869,2/23/2026,0,0
90AH234,2/1/2026,0,0
90AH234,2/2/2026,87,0
90AH234,2/3/2026,171.88,0
90AH234,2/4/2026,29.14,0
90AH234,2/5/2026,144.08,0
90AH234,2/6/2026,73.7,0
90AH234,2/7/2026,0,0
90AH234,2/8/2026,0,0
90AH234,2/9/2026,151.94,0
90AH234,2/10/2026,124.21,0
90AH234,2/11/2026,129.99,0
90AH234,2/12/2026,103.99,0
90AH234,2/13/2026,150.75,0
90AH234,2/14/2026,0,0
90AH234,2/15/2026,0,0
90AH234,2/16/2026,149.66,0
90AH234,2/17/2026,164.17,0
90AH234,2/18/2026,51.83,0
90AH234,2/19/2026,125.11,0
90AH234,2/20/2026,126.83,0
90AH234,2/21/2026,0,0
90AH234,2/22/2026,0,0
90AH234,2/23/2026,4.77,0
10PH798,2/1/2026,0.04,0
10PH798,2/2/2026,57.1,0
10PH798,2/3/2026,68.99,0
10PH798,2/4/2026,83.77,0
10PH798,2/5/2026,201.56,0
10PH798,2/6/2026,147.39,0
10PH798,2/7/2026,0.27,0
10PH798,2/8/2026,0.66,0
10PH798,2/9/2026,0.03,0
10PH798,2/10/2026,1.18,0
10PH798,2/11/2026,2.81,0
10PH798,2/12/2026,1.19,0
10PH798,2/13/2026,0.37,0
10PH798,2/14/2026,0.33,0
10PH798,2/15/2026,0,0
10PH798,2/16/2026,92.67,0
10PH798,2/17/2026,181.49,0
10PH798,2/18/2026,94.37,0
10PH798,2/19/2026,84.3,0
10PH798,2/20/2026,78.39,0
10PH798,2/21/2026,0,0
10PH798,2/22/2026,0.23,0
10PH798,2/23/2026,0.44,0
10PH789,2/1/2026,0,0
10PH789,2/2/2026,83.59,0
10PH789,2/3/2026,45.65,0
10PH789,2/4/2026,27.31,0
10PH789,2/5/2026,79.59,0
10PH789,2/6/2026,38.77,0
10PH789,2/7/2026,0,0
10PH789,2/8/2026,0,0
10PH789,2/9/2026,62.86,0
10PH789,2/10/2026,77.94,0
10PH789,2/11/2026,78.78,0
10PH789,2/12/2026,31.49,0
10PH789,2/13/2026,121.33,0
10PH789,2/14/2026,0,0
10PH789,2/15/2026,0.22,0
10PH789,2/16/2026,146.47,0
10PH789,2/17/2026,49.75,0
10PH789,2/18/2026,119.04,0
10PH789,2/19/2026,98.06,0
10PH789,2/20/2026,122.52,0
10PH789,2/21/2026,0,0
10PH789,2/22/2026,0,0
10PH789,2/23/2026,0,0
90AH640,2/1/2026,69.49,0
90AH640,2/2/2026,37.18,0
90AH640,2/3/2026,35.67,0
90AH640,2/4/2026,53.75,0
90AH640,2/5/2026,59.31,0
90AH640,2/6/2026,37.19,0
90AH640,2/7/2026,22.17,0
90AH640,2/8/2026,52.16,0
90AH640,2/9/2026,55.11,0
90AH640,2/10/2026,69.52,0
90AH640,2/11/2026,17.66,0
90AH640,2/12/2026,51.9,0
90AH640,2/13/2026,42.11,0
90AH640,2/14/2026,24.38,0
90AH640,2/15/2026,24.65,0
90AH640,2/16/2026,35.96,0
90AH640,2/17/2026,55.67,0
90AH640,2/18/2026,63.24,0
90AH640,2/19/2026,53.15,0
90AH640,2/20/2026,58.2,0
90AH640,2/21/2026,57.07,0
90AH640,2/22/2026,41.69,0
90AH640,2/23/2026,0.46,0
90AH373,2/1/2026,28.73,0
90AH373,2/2/2026,16.53,0
90AH373,2/3/2026,41.86,0
90AH373,2/4/2026,45.01,0
90AH373,2/5/2026,29.63,0
90AH373,2/6/2026,92.23,0
90AH373,2/7/2026,56.11,0
90AH373,2/8/2026,41.71,0
90AH373,2/9/2026,74.08,0
90AH373,2/10/2026,100.02,0
90AH373,2/11/2026,35.99,0
90AH373,2/12/2026,68.42,0
90AH373,2/13/2026,35.75,0
90AH373,2/14/2026,32.01,0
90AH373,2/15/2026,50.71,0
90AH373,2/16/2026,49.87,0
90AH373,2/17/2026,84.05,0
90AH373,2/18/2026,76.54,0
90AH373,2/19/2026,61.62,0
90AH373,2/20/2026,23.8,0
90AH373,2/21/2026,43.09,0
90AH373,2/22/2026,43.53,0
90AH373,2/23/2026,0,0
10PH597,2/1/2026,36.25,0
10PH597,2/2/2026,17.5,0
10PH597,2/3/2026,26.01,0
10PH597,2/4/2026,52.71,0
10PH597,2/5/2026,20.91,0
10PH597,2/6/2026,23.51,0
10PH597,2/7/2026,26.47,0
10PH597,2/8/2026,8.48,0
10PH597,2/9/2026,37.6,0
10PH597,2/10/2026,10.79,0
10PH597,2/11/2026,44.3,0
10PH597,2/12/2026,27.47,0
10PH597,2/13/2026,20.06,0
10PH597,2/14/2026,31.68,0
10PH597,2/15/2026,23.56,0
10PH597,2/16/2026,43.09,0
10PH597,2/17/2026,16.18,0
10PH597,2/18/2026,39.72,0
10PH597,2/19/2026,19.56,0
10PH597,2/20/2026,24.82,0
10PH597,2/21/2026,18.37,0
10PH597,2/22/2026,12.64,0
10PH597,2/23/2026,0,0
10PH593,2/1/2026,137.48,0
10PH593,2/2/2026,81.13,0
10PH593,2/3/2026,87.16,0
10PH593,2/4/2026,101.6,0
10PH593,2/5/2026,126.41,0
10PH593,2/6/2026,202.38,0
10PH593,2/7/2026,118.74,0
10PH593,2/8/2026,86.92,0
10PH593,2/9/2026,98.08,0
10PH593,2/10/2026,80.9,0
10PH593,2/11/2026,45.54,0
10PH593,2/12/2026,107.89,0
10PH593,2/13/2026,56.39,0
10PH593,2/14/2026,146.63,0
10PH593,2/15/2026,95.91,0
10PH593,2/16/2026,118.46,0
10PH593,2/17/2026,121.56,0
10PH593,2/18/2026,167.53,0
10PH593,2/19/2026,97.26,0
10PH593,2/20/2026,132.64,0
10PH593,2/21/2026,157.09,0
10PH593,2/22/2026,80.43,0
10PH593,2/23/2026,0,0
90AH957,2/1/2026,114.83,0
90AH957,2/2/2026,91.97,0
90AH957,2/3/2026,91.1,0
90AH957,2/4/2026,174.3,0
90AH957,2/5/2026,104.88,0
90AH957,2/6/2026,69.85,0
90AH957,2/7/2026,161.21,0
90AH957,2/8/2026,86.38,0
90AH957,2/9/2026,130.2,0
90AH957,2/10/2026,108.26,0
90AH957,2/11/2026,102.79,0
90AH957,2/12/2026,160.89,0
90AH957,2/13/2026,118.43,0
90AH957,2/14/2026,181.02,0
90AH957,2/15/2026,127.38,0
90AH957,2/16/2026,93.8,0
90AH957,2/17/2026,95.55,0
90AH957,2/18/2026,106.18,0
90AH957,2/19/2026,125.36,0
90AH957,2/20/2026,115.98,0
90AH957,2/21/2026,173.11,0
90AH957,2/22/2026,167.49,0
90AH957,2/23/2026,41.34,0
10PC359,2/1/2026,0,0
10PC359,2/2/2026,47.35,0
10PC359,2/3/2026,104.17,0
10PC359,2/4/2026,74.59,0
10PC359,2/5/2026,35.57,0
10PC359,2/6/2026,131.38,0
10PC359,2/7/2026,0,0
10PC359,2/8/2026,0,0
10PC359,2/9/2026,69.5,0
10PC359,2/10/2026,461.79,0
10PC359,2/11/2026,84.25,0
10PC359,2/12/2026,45.33,0
10PC359,2/13/2026,102.78,0
10PC359,2/14/2026,0,0
10PC359,2/15/2026,0,0
10PC359,2/16/2026,441.08,0
10PC359,2/17/2026,255.96,0
10PC359,2/18/2026,139.43,0
10PC359,2/19/2026,188.7,0
10PC359,2/20/2026,239.17,0
10PC359,2/21/2026,0,0
10PC359,2/22/2026,0,0
10PC359,2/23/2026,0,0
10PL364,2/1/2026,66.24,0
10PL364,2/2/2026,148.25,0
10PL364,2/3/2026,198.48,0
10PL364,2/4/2026,165.72,0
10PL364,2/5/2026,217.12,0
10PL364,2/6/2026,131.36,0
10PL364,2/7/2026,164.73,0
10PL364,2/8/2026,87.86,0
10PL364,2/9/2026,154.45,0
10PL364,2/10/2026,0.31,0
10PL364,2/11/2026,116.77,0
10PL364,2/12/2026,133.22,0
10PL364,2/13/2026,133.96,0
10PL364,2/14/2026,137.54,0
10PL364,2/15/2026,39.76,0
10PL364,2/16/2026,51.85,0
10PL364,2/17/2026,160.83,0
10PL364,2/18/2026,122.8,0
10PL364,2/19/2026,184.24,0
10PL364,2/20/2026,124.69,0
10PL364,2/21/2026,136.29,0
10PL364,2/22/2026,199.31,0
10PL364,2/23/2026,0,0
10PC685,2/1/2026,0.17,0
10PC685,2/2/2026,45.79,0
10PC685,2/3/2026,65.44,0
10PC685,2/4/2026,55.67,0
10PC685,2/5/2026,68.06,0
10PC685,2/6/2026,84.08,0
10PC685,2/7/2026,0.58,0
10PC685,2/8/2026,0.09,0
10PC685,2/9/2026,58.6,0
10PC685,2/10/2026,63.66,0
10PC685,2/11/2026,50.45,0
10PC685,2/12/2026,73.31,0
10PC685,2/13/2026,29.2,0
10PC685,2/14/2026,0,0
10PC685,2/15/2026,0,0
10PC685,2/16/2026,403.11,0
10PC685,2/17/2026,460.98,0
10PC685,2/18/2026,278.95,0
10PC685,2/19/2026,46.83,0
10PC685,2/20/2026,415.79,0
10PC685,2/21/2026,0,0
10PC685,2/22/2026,0,0
10PC685,2/23/2026,0,0
90AH245,2/1/2026,0,0
90AH245,2/2/2026,83.27,0
90AH245,2/3/2026,190.99,0
90AH245,2/4/2026,113.96,0
90AH245,2/5/2026,190.71,0
90AH245,2/6/2026,109.4,0
90AH245,2/9/2026,92.89,0
90AH245,2/10/2026,100.96,0
90AH245,2/11/2026,154.98,0
90AH245,2/12/2026,174.34,0
90AH245,2/13/2026,108.2,0
90AH245,2/14/2026,0.02,0
90AH245,2/15/2026,0.2,0
90AH245,2/16/2026,180.28,0
90AH245,2/17/2026,136.19,0
90AH245,2/18/2026,112.5,0
90AH245,2/19/2026,138.25,0
90AH245,2/20/2026,181.37,0
90AH245,2/21/2026,0.25,0
90AH245,2/22/2026,0.57,0
90AH245,2/23/2026,0.17,0
10PD626,2/1/2026,0,0
10PD626,2/2/2026,100.39,0
10PD626,2/3/2026,467.23,0
10PD626,2/4/2026,136.42,0
10PD626,2/5/2026,181.55,0
10PD626,2/6/2026,479.12,0
10PD626,2/7/2026,0,0
10PD626,2/8/2026,0,0
10PD626,2/9/2026,79.82,0
10PD626,2/10/2026,88.72,0
10PD626,2/11/2026,97.25,0
10PD626,2/12/2026,100.09,0
10PD626,2/13/2026,96.3,0
10PD626,2/14/2026,0,0
10PD626,2/15/2026,0,0
10PD626,2/16/2026,229.09,0
10PD626,2/17/2026,154.6,0
10PD626,2/18/2026,92,0
10PD626,2/19/2026,72.07,0
10PD626,2/20/2026,87.95,0
10PD626,2/21/2026,0,0
10PD626,2/22/2026,0,0
10PD626,2/23/2026,22.55,0
90AH642,2/1/2026,0,0
90AH642,2/2/2026,67.73,0
90AH642,2/3/2026,297.42,0
90AH642,2/4/2026,78.43,0
90AH642,2/5/2026,106.76,0
90AH642,2/6/2026,40.47,0
90AH642,2/7/2026,0,0
90AH642,2/8/2026,0,0
90AH642,2/9/2026,77.06,0
90AH642,2/10/2026,286.09,0
90AH642,2/11/2026,309.2,0
90AH642,2/12/2026,330.13,0
90AH642,2/13/2026,237.22,0
90AH642,2/14/2026,0,0
90AH642,2/15/2026,0,0
90AH642,2/16/2026,116.32,0
90AH642,2/17/2026,284.73,0
90AH642,2/18/2026,104.51,0
90AH642,2/19/2026,88.82,0
90AH642,2/20/2026,68.32,0
90AH642,2/21/2026,0,0
90AH642,2/22/2026,0,0
90AH642,2/23/2026,0,0
90AU740,2/1/2026,0,0
90AU740,2/2/2026,95.68,0
90AU740,2/3/2026,87.74,0
90AU740,2/4/2026,45.36,0
90AU740,2/5/2026,135.44,0
90AU740,2/6/2026,75.91,0
90AU740,2/7/2026,0,0
90AU740,2/8/2026,0,0
90AU740,2/9/2026,104.17,0
90AU740,2/10/2026,81.26,0
90AU740,2/11/2026,94.98,0
90AU740,2/12/2026,119.46,0
90AU740,2/13/2026,117.19,0
90AU740,2/14/2026,0,0
90AU740,2/15/2026,0,0
90AU740,2/16/2026,131.13,0
90AU740,2/17/2026,93.74,0
90AU740,2/18/2026,148.9,0
90AU740,2/19/2026,113.83,0
90AU740,2/20/2026,123.89,0
90AU740,2/21/2026,0,0
90AU740,2/22/2026,0,0
90AU740,2/23/2026,0,0
90AH376,2/1/2026,36.71,0
90AH376,2/2/2026,36.75,0
90AH376,2/3/2026,24.9,0
90AH376,2/4/2026,19.3,0
90AH376,2/5/2026,41.82,0
90AH376,2/6/2026,56.27,0
90AH376,2/7/2026,22.06,0
90AH376,2/8/2026,24.15,0
90AH376,2/9/2026,18.67,0
90AH376,2/10/2026,30.79,0
90AH376,2/11/2026,26.75,0
90AH376,2/12/2026,40.23,0
90AH376,2/13/2026,21.66,0
90AH376,2/14/2026,39.7,0
90AH376,2/15/2026,76.62,0
90AH376,2/16/2026,12.3,0
90AH376,2/17/2026,23.2,0
90AH376,2/18/2026,18.32,0
90AH376,2/19/2026,26.34,0
90AH376,2/20/2026,7.4,0
90AH376,2/21/2026,6.98,0
90AH376,2/22/2026,19.29,0
90AH376,2/23/2026,0,0
90AU317,2/1/2026,0,0
90AU317,2/2/2026,89.36,0
90AU317,2/3/2026,10.51,0
90AU317,2/6/2026,0,0
10PD585,2/1/2026,0,0
10PD585,2/2/2026,161.08,0
10PD585,2/3/2026,84.69,0
10PD585,2/4/2026,82.68,0
10PD585,2/5/2026,85.74,0
10PD585,2/6/2026,176.41,0
10PD585,2/7/2026,0,0
10PD585,2/8/2026,0,0
10PD585,2/9/2026,59.18,0
10PD585,2/10/2026,91.91,0
10PD585,2/11/2026,118.43,0
10PD585,2/12/2026,74.37,0
10PD585,2/13/2026,78.12,0
10PD585,2/14/2026,0,0
10PD585,2/15/2026,0,0
10PD585,2/16/2026,206.58,0
10PD585,2/17/2026,120.17,0
10PD585,2/18/2026,104.53,0
10PD585,2/19/2026,39.4,0
10PD585,2/20/2026,116.41,0
10PD585,2/21/2026,0,0
10PD585,2/22/2026,0,0
10PD585,2/23/2026,0,0
10PC697,2/1/2026,0,0
10PC697,2/2/2026,46.54,0
10PC697,2/3/2026,28.49,0
10PC697,2/4/2026,31.94,0
10PC697,2/5/2026,42.32,0
10PC697,2/6/2026,40.7,0
10PC697,2/7/2026,0,0
10PC697,2/8/2026,0,0
10PC697,2/9/2026,74.99,0
10PC697,2/10/2026,26.74,0
10PC697,2/11/2026,69.19,0
10PC697,2/12/2026,28.39,0
10PC697,2/13/2026,143.64,0
10PC697,2/14/2026,0,0
10PC697,2/15/2026,0,0
10PC697,2/16/2026,102.94,0
10PC697,2/17/2026,85.71,0
10PC697,2/18/2026,112.92,0
10PC697,2/19/2026,150.09,0
10PC697,2/20/2026,66.33,0
10PC697,2/21/2026,0,0
10PC697,2/22/2026,0,0
10PC697,2/23/2026,0,0
10PD656,2/2/2026,116.07,0
10PD656,2/3/2026,65.03,0
10PD656,2/4/2026,58.32,0
10PD656,2/5/2026,116.09,0
10PD656,2/6/2026,55.1,0
10PD656,2/9/2026,138.27,0
10PD656,2/10/2026,60.26,0
10PD656,2/11/2026,109.98,0
10PD656,2/12/2026,121.68,0
10PD656,2/13/2026,154.98,0
10PD656,2/16/2026,51.26,0
10PD656,2/17/2026,117.89,0
10PD656,2/18/2026,153.81,0
10PD656,2/19/2026,139.12,0
10PD656,2/20/2026,73.87,0
10PD656,2/23/2026,0,0
90AH370,2/1/2026,20.93,0
90AH370,2/2/2026,49.86,0
90AH370,2/3/2026,33.59,0
90AH370,2/4/2026,41.72,0
90AH370,2/5/2026,32.03,0
90AH370,2/6/2026,27.93,0
90AH370,2/7/2026,11.94,0
90AH370,2/8/2026,89.83,0
90AH370,2/9/2026,20.86,0
90AH370,2/10/2026,57.8,0
90AH370,2/11/2026,19.25,0
90AH370,2/12/2026,53.1,0
90AH370,2/13/2026,16.96,0
90AH370,2/14/2026,84.39,0
90AH370,2/15/2026,83.8,0
90AH370,2/16/2026,19.73,0
90AH370,2/17/2026,32.21,0
90AH370,2/18/2026,19.89,0
90AH370,2/19/2026,20.73,0
90AH370,2/20/2026,21.52,0
90AH370,2/21/2026,15.58,0
90AH370,2/22/2026,51.4,0
90AH370,2/23/2026,3.96,0
90AH814,2/17/2026,43.5,0
90AH814,2/18/2026,88.54,0
90AH814,2/19/2026,74.44,0
90AH814,2/20/2026,127.53,0
90AH814,2/21/2026,0,0
90AH814,2/22/2026,0,0
90AH814,2/23/2026,27.01,0
10PC365,2/1/2026,5.63,0
10PC365,2/2/2026,135.13,0
10PC365,2/3/2026,137.48,0
10PC365,2/4/2026,45.05,0
10PC365,2/5/2026,29.17,0
10PC365,2/6/2026,148.39,0
10PC365,2/7/2026,0.11,0
10PC365,2/8/2026,1.44,0
10PC365,2/9/2026,478.66,0
10PC365,2/10/2026,289.95,0
10PC365,2/11/2026,292.8,0
10PC365,2/12/2026,370.26,0
10PC365,2/13/2026,206.7,0
10PC365,2/14/2026,6.61,0
10PC365,2/15/2026,7.98,0
10PC365,2/16/2026,72.98,0
10PC365,2/17/2026,74,0
10PC365,2/18/2026,178.96,0
10PC365,2/19/2026,189.98,0
10PC365,2/20/2026,95.64,0
10PC365,2/21/2026,7.92,0
10PC365,2/22/2026,5.92,0
10PC365,2/23/2026,2.15,0
90AU739,2/1/2026,0,0
90AU739,2/2/2026,128.52,0
90AU739,2/3/2026,89.67,0
90AU739,2/4/2026,151.13,0
90AU739,2/5/2026,81.24,0
90AU739,2/6/2026,152.2,0
90AU739,2/7/2026,0,0
90AU739,2/8/2026,0,0
90AU739,2/9/2026,132.44,0
90AU739,2/10/2026,50.3,0
90AU739,2/11/2026,48.09,0
90AU739,2/12/2026,118.78,0
90AU739,2/13/2026,56.91,0
90AU739,2/14/2026,0,0
90AU739,2/15/2026,0,0
90AU739,2/16/2026,26.9,0
90AU739,2/17/2026,58.61,0
90AU739,2/18/2026,123.5,0
90AU739,2/19/2026,133.12,0
90AU739,2/20/2026,72.43,0
90AU739,2/21/2026,0,0
90AU739,2/22/2026,0,0
90AU739,2/23/2026,0,0
90AU737,2/1/2026,0,0
90AU737,2/2/2026,127.94,0
90AU737,2/3/2026,135.92,0
90AU737,2/4/2026,145.52,0
90AU737,2/5/2026,153.76,0
90AU737,2/6/2026,55.5,0
90AU737,2/7/2026,0,0
90AU737,2/8/2026,0,0
90AU737,2/9/2026,136.86,0
90AU737,2/10/2026,82.85,0
90AU737,2/11/2026,192.44,0
90AU737,2/12/2026,224.02,0
90AU737,2/13/2026,144.89,0
90AU737,2/14/2026,0,0
90AU737,2/15/2026,0,0
90AU737,2/16/2026,106.64,0
90AU737,2/17/2026,130.35,0
90AU737,2/18/2026,126.44,0
90AU737,2/19/2026,122.73,0
90AU737,2/20/2026,160.35,0
90AU737,2/21/2026,0,0
90AU737,2/22/2026,0,0
90AU737,2/23/2026,0.73,0
90AH815,2/1/2026,0.05,0
90AH815,2/2/2026,99.92,0
90AH815,2/3/2026,111.35,0
90AH815,2/4/2026,111.15,0
90AH815,2/5/2026,135.63,0
90AH815,2/6/2026,100.49,0
90AH815,2/7/2026,0.2,0
90AH815,2/8/2026,0,0
90AH815,2/9/2026,104.02,0
90AH815,2/10/2026,153.12,0
90AH815,2/11/2026,108.38,0
90AH815,2/12/2026,62.25,0
90AH815,2/13/2026,110.64,0
90AH815,2/14/2026,0,0
90AH815,2/15/2026,0.02,0
90AH815,2/16/2026,73.56,0
90AH815,2/17/2026,264.8,0
90AH815,2/18/2026,132.87,0
90AH815,2/19/2026,144.3,0
90AH815,2/20/2026,246.29,0
90AH815,2/21/2026,0,0
90AH815,2/22/2026,0,0
90AH815,2/23/2026,0,0
77JR534,2/1/2026,0,0
77JR534,2/2/2026,57.47,0
77JR534,2/3/2026,119.87,0
77JR534,2/4/2026,53.83,0
77JR534,2/5/2026,39.62,0
77JR534,2/6/2026,47.61,0
77JR534,2/7/2026,0,0
77JR534,2/8/2026,0,0
77JR534,2/9/2026,91.89,0
77JR534,2/10/2026,48.92,0
77JR534,2/11/2026,55.72,0
77JR534,2/12/2026,116.38,0
77JR534,2/13/2026,75.05,0
77JR534,2/14/2026,0,0
77JR534,2/15/2026,0,0
77JR534,2/16/2026,82.45,0
77JR534,2/17/2026,134.18,0
77JR534,2/18/2026,64.49,0
77JR534,2/19/2026,69.26,0
77JR534,2/20/2026,48.31,0
77JR534,2/21/2026,0,0
77JR534,2/22/2026,0,0
77JR534,2/23/2026,0,0
90AH654,2/1/2026,0,0
90AH654,2/2/2026,186.74,0
90AH654,2/3/2026,136.75,0
90AH654,2/4/2026,73.66,0
90AH654,2/5/2026,100.69,0
90AH654,2/6/2026,111.95,0
90AH654,2/7/2026,0,0
90AH654,2/8/2026,0,0
90AH654,2/9/2026,58.23,0
90AH654,2/10/2026,75.72,0
90AH654,2/11/2026,29.49,0
90AH654,2/12/2026,86.12,0
90AH654,2/13/2026,86.72,0
90AH654,2/14/2026,0,0
90AH654,2/15/2026,0,0
90AH654,2/16/2026,69.09,0
90AH654,2/17/2026,76.51,0
90AH654,2/18/2026,123.47,0
90AH654,2/19/2026,63.74,0
90AH654,2/20/2026,64.96,0
90AH654,2/21/2026,0,0
90AH654,2/22/2026,0,0
90AH654,2/23/2026,0,0
90AH645,2/1/2026,0,0
90AH645,2/2/2026,81.62,0
90AH645,2/3/2026,66.3,0
90AH645,2/4/2026,99.94,0
90AH645,2/5/2026,71.37,0
90AH645,2/6/2026,79.3,0
90AH645,2/7/2026,0,0
90AH645,2/8/2026,0,0
90AH645,2/9/2026,176.59,0
90AH645,2/10/2026,57.66,0
90AH645,2/11/2026,60.56,0
90AH645,2/12/2026,88.95,0
90AH645,2/13/2026,96.4,0
90AH645,2/14/2026,18.58,0
90AH645,2/15/2026,0,0
90AH645,2/16/2026,46.36,0
90AH645,2/17/2026,57.94,0
90AH645,2/18/2026,87.07,0
90AH645,2/19/2026,89.33,0
90AH645,2/20/2026,104.34,0
90AH645,2/21/2026,0,0
90AH645,2/22/2026,0,0
90AH645,2/23/2026,3.87,0
10PC364,2/1/2026,0,0
10PC364,2/2/2026,52.49,0
10PC364,2/3/2026,108.52,0
10PC364,2/4/2026,41.63,0
10PC364,2/5/2026,110.93,0
10PC364,2/6/2026,36.75,0
10PC364,2/7/2026,0,0
10PC364,2/8/2026,0,0
10PC364,2/9/2026,48.06,0
10PC364,2/10/2026,46.19,0
10PC364,2/11/2026,42.91,0
10PC364,2/12/2026,108.26,0
10PC364,2/13/2026,99.27,0
10PC364,2/14/2026,0,0
10PC364,2/15/2026,0,0
10PC364,2/16/2026,102.82,0
10PC364,2/17/2026,116.95,0
10PC364,2/18/2026,98.26,0
10PC364,2/19/2026,101.98,0
10PC364,2/20/2026,104.73,0
10PC364,2/21/2026,0,0
10PC364,2/22/2026,0,0
10PC364,2/23/2026,0,0
99JC343,2/1/2026,0,0
99JC343,2/2/2026,320.21,0
99JC343,2/3/2026,75.28,0
99JC343,2/4/2026,159.23,0
99JC343,2/5/2026,178.65,0
99JC343,2/6/2026,206.57,0
99JC343,2/7/2026,188.22,0
99JC343,2/8/2026,0,0
99JC343,2/9/2026,195.84,0
99JC343,2/10/2026,98.51,0
99JC343,2/11/2026,172.62,0
99JC343,2/12/2026,98.4,0
99JC343,2/13/2026,80.55,0
99JC343,2/14/2026,101.19,0
99JC343,2/15/2026,0,0
99JC343,2/16/2026,85.63,0
99JC343,2/17/2026,92.47,0
99JC343,2/18/2026,86.11,0
99JC343,2/19/2026,164.74,0
99JC343,2/20/2026,66.96,0
99JC343,2/21/2026,77.74,0
99JC343,2/22/2026,0,0
99JC343,2/23/2026,12.82,0
90JO445,2/2/2026,185.76,0
90JO445,2/3/2026,93.95,0
90JO445,2/4/2026,0,0
90JO445,2/5/2026,0,0
90JO445,2/6/2026,47.99,0
90JO445,2/9/2026,0,0
90JO445,2/10/2026,0,0
90JO445,2/11/2026,0,0
90JO445,2/12/2026,0,0
90JO445,2/13/2026,0,0
90JO445,2/16/2026,0,0
90JO445,2/17/2026,0,0
90JO445,2/18/2026,0,0
90JO445,2/19/2026,0,0
90JO445,2/20/2026,0,0
10PH788,2/1/2026,0,0
10PH788,2/2/2026,105.47,0
10PH788,2/3/2026,38.07,0
10PH788,2/4/2026,97.79,0
10PH788,2/5/2026,54.67,0
10PH788,2/6/2026,52.14,0
10PH788,2/7/2026,0,0
10PH788,2/8/2026,0,0
10PH788,2/9/2026,113.21,0
10PH788,2/10/2026,61.64,0
10PH788,2/11/2026,58.11,0
10PH788,2/12/2026,76.95,0
10PH788,2/13/2026,127.78,0
10PH788,2/14/2026,0,0
10PH788,2/15/2026,0,0
10PH788,2/16/2026,56.98,0
10PH788,2/17/2026,20.21,0
10PH788,2/18/2026,102.45,0
10PH788,2/19/2026,84.08,0
10PH788,2/20/2026,114.66,0
10PH788,2/21/2026,0,0
10PH788,2/22/2026,0,0
10PH788,2/23/2026,3.79,0
10PH769,2/2/2026,116.19,0
10PH769,2/3/2026,72.56,0
10PH769,2/4/2026,61.62,0
10PH769,2/5/2026,33.44,0
10PH769,2/6/2026,61.35,0
10PH769,2/9/2026,64.6,0
10PH769,2/10/2026,76.01,0
10PH769,2/11/2026,109.41,0
10PH769,2/12/2026,34.11,0
10PH769,2/13/2026,100.76,0
10PH769,2/16/2026,38.85,0
10PH769,2/17/2026,146.19,0
10PH769,2/18/2026,83.21,0
10PH769,2/19/2026,61.56,0
10PH769,2/20/2026,65.92,0
99JT518,2/1/2026,0,0
99JT518,2/2/2026,19.61,0
99JT518,2/3/2026,53.31,0
99JT518,2/4/2026,32.85,0
99JT518,2/5/2026,68.7,0
99JT518,2/6/2026,60.86,0
99JT518,2/7/2026,0,0
99JT518,2/8/2026,0,0
99JT518,2/9/2026,54.63,0
99JT518,2/10/2026,45.89,0
99JT518,2/11/2026,52.55,0
99JT518,2/12/2026,47.67,0
99JT518,2/13/2026,41.24,0
99JT518,2/14/2026,0,0
99JT518,2/15/2026,102.45,0
99JT518,2/16/2026,97.35,0
99JT518,2/17/2026,64.23,0
99JT518,2/18/2026,37.29,0
99JT518,2/19/2026,46.46,0
99JT518,2/20/2026,48.86,0
99JT518,2/21/2026,0,0
99JT518,2/22/2026,0,0
99JT518,2/23/2026,0,0
90AU315,2/1/2026,0,0
90AU315,2/2/2026,72.17,0
90AU315,2/3/2026,86.5,0
90AU315,2/4/2026,109.1,0
90AU315,2/5/2026,91.04,0
90AU315,2/6/2026,136.44,0
90AU315,2/7/2026,0,0
90AU315,2/8/2026,0,0
90AU315,2/9/2026,86.82,0
90AU315,2/10/2026,73.04,0
90AU315,2/11/2026,84.44,0
90AU315,2/12/2026,94.18,0
90AU315,2/13/2026,109.33,0
90AU315,2/14/2026,57.96,0
90AU315,2/15/2026,71.9,0
90AU315,2/16/2026,128.11,0
90AU315,2/17/2026,200.37,0
90AU315,2/18/2026,88.8,0
90AU315,2/19/2026,114.01,0
90AU315,2/20/2026,145.85,0
90AU315,2/21/2026,163.43,0
90AU315,2/22/2026,92.21,0
90AU315,2/23/2026,10.3,0
90YD258,2/1/2026,214.64,0
