dqn,date,km,moto
90JN781,2/21/2026,89.24,0
90JN781,2/22/2026,54.96,0
90JN781,2/23/2026,6.47,0
99JU503,2/2/2026,29.06,5
99JU503,2/3/2026,38.63,4
99JU503,2/5/2026,0.24,0
99JU503,2/6/2026,53.44,4
99JU503,2/7/2026,55.98,3
99JU503,2/8/2026,38.31,6
99JU503,2/9/2026,46.92,6
99JU503,2/10/2026,0,0
99JU503,2/11/2026,7.27,3
99JU503,2/12/2026,53.67,3
99JU503,2/13/2026,19.92,6
99JU503,2/14/2026,25.51,6
99JU503,2/16/2026,0.12,0
99JU503,2/17/2026,0,0
90AJ202,2/1/2026,0,0
90AJ202,2/2/2026,0,0
90AJ202,2/3/2026,0,0
90AJ202,2/4/2026,0,0
10PH512,2/1/2026,27.33,0
10PH512,2/2/2026,63.67,0
10PH512,2/3/2026,31.47,0
10PH512,2/4/2026,36.1,0
10PH512,2/5/2026,29.39,0
10PH512,2/6/2026,34.33,0
10PH512,2/7/2026,43.52,0
10PH512,2/8/2026,46.26,0
10PH512,2/9/2026,39.07,0
10PH512,2/10/2026,37.38,0
10PH512,2/11/2026,68.76,0
10PH512,2/12/2026,13.77,0
10PH512,2/13/2026,32.73,0
10PH512,2/14/2026,77.79,0
10PH512,2/15/2026,41.04,0
10PH512,2/16/2026,27.96,0
10PH512,2/17/2026,30.61,0
10PH512,2/18/2026,26.97,0
10PH512,2/19/2026,29.9,0
10PH512,2/20/2026,28.58,0
10PH512,2/21/2026,43.82,0
10PH512,2/22/2026,41.66,0
10PH512,2/23/2026,12.4,0
10PL356,2/1/2026,0,0
10PL356,2/2/2026,122.98,0
10PL356,2/3/2026,123.04,0
10PL356,2/4/2026,166.28,0
10PL356,2/5/2026,226.11,0
10PL356,2/6/2026,137.85,0
10PL356,2/7/2026,0,0
10PL356,2/8/2026,0,0
10PL356,2/9/2026,147.06,0
10PL356,2/10/2026,157.2,0
10PL356,2/11/2026,156.8,0
10PL356,2/12/2026,178.69,0
10PL356,2/13/2026,147.33,0
10PL356,2/14/2026,0,0
10PL356,2/15/2026,0,0
10PL356,2/16/2026,120.11,0
10PL356,2/17/2026,159.43,0
10PL356,2/18/2026,213.08,0
10PL356,2/19/2026,173.21,0
10PL356,2/20/2026,152.15,0
10PL356,2/21/2026,0,0
10PL356,2/22/2026,0,0
10PL356,2/23/2026,0,0
10PB362,2/1/2026,0,0
10PB362,2/2/2026,66.03,0
10PB362,2/3/2026,59.5,0
10PB362,2/4/2026,69.22,0
10PB362,2/5/2026,64.75,0
10PB362,2/6/2026,198.14,0
10PB362,2/7/2026,0,0
10PB362,2/8/2026,0,0
10PB362,2/9/2026,79.26,0
10PB362,2/10/2026,80.26,0
10PB362,2/11/2026,77.42,0
10PB362,2/12/2026,118.34,0
10PB362,2/13/2026,69.74,0
10PB362,2/14/2026,0,0
10PB362,2/15/2026,0,0
10PB362,2/16/2026,76.68,0
10PB362,2/17/2026,66.29,0
10PB362,2/18/2026,58.79,0
10PB362,2/19/2026,87.18,0
10PB362,2/20/2026,116.32,0
10PB362,2/21/2026,0,0
10PB362,2/22/2026,0,0
10PB362,2/23/2026,0.67,0
99JY550,2/1/2026,0,0
99JY550,2/2/2026,25.68,0
99JY550,2/3/2026,37.63,0
99JY550,2/4/2026,56.45,0
99JY550,2/5/2026,27.91,0
99JY550,2/6/2026,56.96,0
99JY550,2/7/2026,0,0
99JY550,2/8/2026,0,0
99JY550,2/9/2026,47.45,0
99JY550,2/10/2026,47.55,0
99JY550,2/11/2026,55.47,0
99JY550,2/12/2026,60.86,0
99JY550,2/13/2026,48.66,0
99JY550,2/14/2026,0,0
99JY550,2/15/2026,0,0
99JY550,2/16/2026,52.12,0
99JY550,2/17/2026,38.42,0
99JY550,2/18/2026,34.1,0
99JY550,2/19/2026,51.43,0
99JY550,2/20/2026,21.64,0
99JY550,2/21/2026,0,0
99JY550,2/22/2026,37.18,0
99JY550,2/23/2026,0,0
77JC295,2/1/2026,0,0
77JC295,2/2/2026,494.09,0
77JC295,2/3/2026,75.02,0
77JC295,2/4/2026,64.23,0
77JC295,2/5/2026,46.95,0
77JC295,2/6/2026,97.94,0
77JC295,2/7/2026,43.93,0
77JC295,2/8/2026,0,0
77JC295,2/9/2026,47.69,0
77JC295,2/10/2026,76.12,0
77JC295,2/11/2026,39.02,0
77JC295,2/12/2026,58.42,0
77JC295,2/13/2026,67.36,0
77JC295,2/14/2026,0,0
77JC295,2/15/2026,0,0
77JC295,2/16/2026,54.99,0
77JC295,2/17/2026,64.29,0
77JC295,2/18/2026,150.28,0
77JC295,2/19/2026,24.26,0
77JC295,2/20/2026,32.79,0
77JC295,2/21/2026,0,0
77JC295,2/22/2026,0,0
77JC295,2/23/2026,0,0
90JU988,2/2/2026,106.19,0
90JU988,2/3/2026,114.91,0
90JU988,2/4/2026,53.77,0
90JU988,2/5/2026,28.25,0
90JU988,2/6/2026,83.92,0
90JU988,2/7/2026,0.19,0
90JU988,2/9/2026,104.4,0
90JU988,2/10/2026,97.65,0
90JU988,2/11/2026,69.18,0
90JU988,2/12/2026,98.8,0
90JU988,2/13/2026,85.51,0
90JU988,2/14/2026,48.82,0
90JU988,2/16/2026,70.91,0
90JU988,2/17/2026,61.6,0
90JU988,2/18/2026,66.63,0
90JU988,2/19/2026,61.08,0
90JU988,2/20/2026,64.35,0
90AK420,2/1/2026,0,0
90AK420,2/2/2026,58.33,0
90AK420,2/3/2026,102.56,0
90AK420,2/4/2026,90.39,0
90AK420,2/5/2026,120.33,0
90AK420,2/6/2026,48.93,0
90AK420,2/7/2026,0,0
90AK420,2/8/2026,0,0
90AK420,2/9/2026,58.69,0
90AK420,2/10/2026,56.22,0
90AK420,2/11/2026,92.5,0
90AK420,2/12/2026,160.47,0
90AK420,2/13/2026,40.98,0
90AK420,2/14/2026,0,0
90AK420,2/15/2026,0.01,0
90AK420,2/16/2026,122.13,0
90AK420,2/17/2026,135.04,0
90AK420,2/18/2026,208.66,0
90AK420,2/19/2026,41.19,0
90AK420,2/20/2026,144.13,0
90AK420,2/21/2026,0,0
90AK420,2/22/2026,0,0
90AK420,2/23/2026,0,0
99JL819,2/1/2026,0,0
99JL819,2/2/2026,68.75,0
99JL819,2/3/2026,81.98,0
99JL819,2/4/2026,77.65,0
99JL819,2/5/2026,102.52,0
99JL819,2/6/2026,69.36,0
99JL819,2/7/2026,0,0
99JL819,2/8/2026,84.16,0
99JL819,2/9/2026,121.68,0
99JL819,2/10/2026,110.72,0
99JL819,2/11/2026,61.3,0
99JL819,2/12/2026,150.71,0
99JL819,2/13/2026,84.3,0
99JL819,2/14/2026,0,0
99JL819,2/15/2026,57.79,0
99JL819,2/16/2026,69.39,0
99JL819,2/17/2026,67.85,0
99JL819,2/18/2026,142.91,0
99JL819,2/19/2026,79.77,0
99JL819,2/20/2026,81.93,0
99JL819,2/21/2026,0,0
99JL819,2/22/2026,0,0
99JL819,2/23/2026,0,0
90JL886,2/1/2026,23.69,5
90JL886,2/7/2026,17.19,7
90JL886,2/8/2026,28.26,7
90JL886,2/9/2026,0.83,0
90JL886,2/10/2026,0,0
90JL886,2/11/2026,0,0
90JL886,2/12/2026,0.07,0
90JL886,2/13/2026,0.03,0
90JR577,2/1/2026,0,0
90JR577,2/2/2026,15.7,0
90JR577,2/3/2026,21.84,0
90JR577,2/4/2026,7.42,0
90JR577,2/5/2026,19.94,0
90JR577,2/6/2026,23.36,0
90JR577,2/7/2026,19.62,0
90JR577,2/8/2026,0,0
90JR577,2/9/2026,28.89,0
90JR577,2/10/2026,25.9,0
90JR577,2/11/2026,38.59,0
90JR577,2/12/2026,35.61,0
90JR577,2/13/2026,13.98,0
90JR577,2/14/2026,28.47,0
90JR577,2/15/2026,0,0
90JR577,2/16/2026,22.16,0
90JR577,2/17/2026,0,0
90JR577,2/18/2026,0,0
99JL817,2/1/2026,0,0
99JL817,2/2/2026,0,0
99JL817,2/3/2026,0,0
99JL817,2/4/2026,0,0
99JL817,2/5/2026,0,0
99JL817,2/6/2026,0,0
99JL817,2/7/2026,0,0
99JL817,2/8/2026,0,0
99JL817,2/9/2026,0,0
99JL817,2/10/2026,0,0
99JL817,2/11/2026,0,0
99JL817,2/12/2026,0,0
99JL817,2/13/2026,0,0
99JL817,2/14/2026,0,0
99JL817,2/15/2026,0,0
99JL817,2/16/2026,0,0
99JL817,2/17/2026,0.01,0
99JL817,2/18/2026,4.04,0
99JL817,2/19/2026,119.5,0
99JL817,2/20/2026,55.64,0
99JL817,2/21/2026,0,0
99JL817,2/22/2026,0,0
99JL817,2/23/2026,0,0
99JV550,2/1/2026,0,0
99JV550,2/2/2026,47.77,0
99JV550,2/3/2026,42.89,0
99JV550,2/4/2026,46.75,0
99JV550,2/5/2026,47.64,0
99JV550,2/6/2026,49.1,0
99JV550,2/7/2026,37.28,0
99JV550,2/8/2026,0,0
99JV550,2/9/2026,43.26,0
99JV550,2/10/2026,29.42,0
99JV550,2/11/2026,38.73,0
99JV550,2/12/2026,47.5,0
99JV550,2/13/2026,56.59,0
99JV550,2/14/2026,69.36,0
99JV550,2/15/2026,0,0
99JV550,2/16/2026,70.26,0
99JV550,2/17/2026,61.92,0
99JV550,2/18/2026,54.05,0
99JV550,2/19/2026,39.86,0
99JV550,2/20/2026,61.74,0
99JV550,2/21/2026,0,0
99JV550,2/22/2026,0,0
99JV550,2/23/2026,0,0
99JU550,2/1/2026,0,0
99JU550,2/2/2026,0.97,0
99JU550,2/3/2026,226.67,0
99JU550,2/4/2026,75.34,0
99JU550,2/5/2026,179.37,0
99JU550,2/6/2026,106.21,0
99JU550,2/7/2026,0,0
99JU550,2/8/2026,84.05,0
99JU550,2/9/2026,164.61,0
99JU550,2/10/2026,67.12,0
99JU550,2/11/2026,92.6,0
99JU550,2/12/2026,241.65,0
99JU550,2/13/2026,189.97,0
99JU550,2/14/2026,0,0
99JU550,2/15/2026,0,0
99JU550,2/16/2026,152.68,0
99JU550,2/17/2026,210.68,0
99JU550,2/18/2026,147.94,0
99JU550,2/19/2026,171.2,0
99JU550,2/20/2026,141.53,0
99JU550,2/21/2026,0,0
99JU550,2/22/2026,0,0
99JU550,2/23/2026,0,0
99AU923,2/1/2026,0,0
99AU923,2/2/2026,183.33,0
99AU923,2/3/2026,111.97,0
99AU923,2/4/2026,124.12,0
99AU923,2/5/2026,213.55,0
99AU923,2/6/2026,110.34,0
99AU923,2/7/2026,0,0
99AU923,2/8/2026,0,0
99AU923,2/9/2026,91.87,0
99AU923,2/10/2026,149.57,0
99AU923,2/11/2026,219.77,0
99AU923,2/12/2026,113.02,0
99AU923,2/13/2026,175.94,0
99AU923,2/14/2026,0,0
99AU923,2/15/2026,0,0
99AU923,2/16/2026,150.07,0
99AU923,2/17/2026,155.82,0
99AU923,2/18/2026,107.92,0
99AU923,2/19/2026,59.54,0
99AU923,2/20/2026,73.4,0
99AU923,2/21/2026,0,0
99AU923,2/22/2026,0,0
99AU923,2/23/2026,0,0
99JL815,2/1/2026,60.99,0
99JL815,2/2/2026,42.14,0
99JL815,2/3/2026,59.74,0
99JL815,2/4/2026,36.15,0
99JL815,2/5/2026,60.43,0
99JL815,2/6/2026,45.58,0
99JL815,2/7/2026,12.18,0
99JL815,2/8/2026,0,0
99JL815,2/9/2026,13.79,0
99JL815,2/10/2026,130.81,0
99JL815,2/11/2026,51.18,0
99JL815,2/12/2026,37.9,0
99JL815,2/13/2026,34.96,0
99JL815,2/14/2026,12.27,0
99JL815,2/15/2026,0,0
99JL815,2/16/2026,14.8,0
99JL815,2/17/2026,39.67,0
99JL815,2/18/2026,57.85,0
99JL815,2/19/2026,33.5,0
99JL815,2/20/2026,61.74,0
99JL815,2/21/2026,13.03,0
99JL815,2/22/2026,0,0
99JL815,2/23/2026,0,0
77JA365,2/1/2026,0,0
77JA365,2/2/2026,131.96,0
77JA365,2/3/2026,117.52,0
77JA365,2/4/2026,140.78,0
77JA365,2/5/2026,114.12,0
77JA365,2/6/2026,167.36,0
77JA365,2/7/2026,0,0
77JA365,2/8/2026,0,0
77JA365,2/9/2026,135.11,0
77JA365,2/10/2026,109.95,0
77JA365,2/11/2026,114.12,0
77JA365,2/12/2026,110.14,0
77JA365,2/13/2026,189.95,0
77JA365,2/14/2026,0,0
77JA365,2/15/2026,0,0
77JA365,2/16/2026,155.8,0
77JA365,2/17/2026,119.41,0
77JA365,2/18/2026,127.88,0
77JA365,2/19/2026,171.41,0
77JA365,2/20/2026,203.39,0
77JA365,2/21/2026,2.51,0
77JA365,2/22/2026,0,0
77JA365,2/23/2026,0,0
10PH147,2/1/2026,0,0
10PH147,2/2/2026,0,0
10PH147,2/3/2026,117.26,0
10PH147,2/4/2026,59.56,0
10PH147,2/5/2026,309.43,0
10PH147,2/6/2026,300.13,0
10PH147,2/7/2026,39.09,0
10PH147,2/8/2026,289.42,0
10PH147,2/9/2026,337.36,0
10PH147,2/10/2026,154.01,0
10PH147,2/11/2026,121.45,0
10PH147,2/12/2026,70.73,0
10PH147,2/13/2026,348.06,0
10PH147,2/14/2026,0.46,0
10PH147,2/15/2026,0,0
10PH147,2/16/2026,456.01,0
10PH147,2/17/2026,173.56,0
10PH147,2/18/2026,106.09,0
10PH147,2/19/2026,238.24,0
10PH147,2/20/2026,95.39,0
10PH147,2/21/2026,39.56,0
10PH147,2/22/2026,319.67,0
10PH147,2/23/2026,0,0
10PH449,2/1/2026,0,0
10PH449,2/2/2026,181.98,0
10PH449,2/3/2026,0,0
10PH449,2/4/2026,133.65,0
10PH449,2/5/2026,128.95,0
10PH449,2/6/2026,88.32,0
10PH449,2/7/2026,0,0
10PH449,2/8/2026,0,0
10PH449,2/9/2026,174.8,0
10PH449,2/10/2026,93.02,0
10PH449,2/11/2026,130.14,0
10PH449,2/12/2026,114.08,0
10PH449,2/13/2026,114.32,0
10PH449,2/14/2026,0,0
10PH449,2/15/2026,0,0
10PH449,2/16/2026,115.5,0
10PH449,2/17/2026,107.38,0
10PH449,2/18/2026,156.98,0
10PH449,2/19/2026,128.77,0
10PH449,2/20/2026,159.85,0
10PH449,2/21/2026,0,0
10PH449,2/22/2026,0,0
10PH449,2/23/2026,0,0
99JG745,2/1/2026,0,0
99JG745,2/2/2026,73.76,0
99JG745,2/3/2026,99.87,0
99JG745,2/4/2026,58.83,0
99JG745,2/5/2026,78.98,0
99JG745,2/6/2026,93.54,0
99JG745,2/7/2026,0,0
99JG745,2/8/2026,0,0
99JG745,2/9/2026,96.38,0
99JG745,2/10/2026,110.92,0
99JG745,2/11/2026,124.64,0
99JG745,2/12/2026,97.94,0
99JG745,2/13/2026,112.09,0
99JG745,2/14/2026,0,0
99JG745,2/15/2026,73.15,0
99JG745,2/16/2026,100.73,0
99JG745,2/17/2026,103.72,0
99JG745,2/18/2026,99.96,0
99JG745,2/19/2026,92.09,0
99JG745,2/20/2026,56.34,0
99JG745,2/21/2026,0.29,0
99JG745,2/22/2026,0,0
99JG745,2/23/2026,2.82,0
90AL879,2/1/2026,0,0
90AL879,2/2/2026,118.19,0
90AL879,2/3/2026,147.97,0
90AL879,2/4/2026,155.42,0
90AL879,2/5/2026,107.48,0
90AL879,2/6/2026,171.71,0
90AL879,2/7/2026,0,0
90AL879,2/8/2026,0,0
90AL879,2/9/2026,143.78,0
90AL879,2/10/2026,86.55,0
90AL879,2/11/2026,44.67,0
90AL879,2/12/2026,176.35,0
90AL879,2/13/2026,114.47,0
90AL879,2/14/2026,0,0
90AL879,2/15/2026,0,0
90AL879,2/16/2026,97.72,0
90AL879,2/17/2026,99.57,0
90AL879,2/18/2026,175.43,0
90AL879,2/19/2026,187.05,0
90AL879,2/20/2026,187.52,0
90AL879,2/21/2026,0,0
90AL879,2/22/2026,0,0
90AL879,2/23/2026,0.94,0
90AN731,2/1/2026,33.45,0
90AN731,2/2/2026,56.28,0
90AN731,2/3/2026,100.8,0
90AN731,2/4/2026,51.15,0
90AN731,2/5/2026,51.62,0
90AN731,2/6/2026,43.42,0
90AN731,2/7/2026,0,0
90AN731,2/8/2026,0,0
90AN731,2/9/2026,164.96,0
90AN731,2/10/2026,77.06,0
90AN731,2/11/2026,20.25,0
90AN731,2/12/2026,30.82,0
90AN731,2/13/2026,67.04,0
90AN731,2/14/2026,0,0
90AN731,2/15/2026,0,0
90AN731,2/16/2026,23.93,0
90AN731,2/17/2026,21.81,0
90AN731,2/18/2026,63.78,0
90AN731,2/19/2026,0.06,0
90AN731,2/20/2026,0,0
90AN731,2/21/2026,0,0
90AN731,2/22/2026,0,0
90AN731,2/23/2026,0,0
90AH813,2/1/2026,0,0
90AH813,2/2/2026,173.29,0
90AH813,2/3/2026,71.78,0
90AH813,2/4/2026,42.93,0
90AH813,2/5/2026,154.4,0
90AH813,2/6/2026,72.28,0
90AH813,2/7/2026,0,0
90AH813,2/8/2026,0,0
90AH813,2/9/2026,28.39,0
90AH813,2/10/2026,89.44,0
90AH813,2/11/2026,125.85,0
90AH813,2/12/2026,61.19,0
90AH813,2/13/2026,71.78,0
90AH813,2/14/2026,0,0
90AH813,2/15/2026,0,0
90AH813,2/16/2026,156.91,0
90AH813,2/17/2026,57.55,0
90AH813,2/18/2026,98.05,0
90AH813,2/19/2026,104.89,0
90AH813,2/20/2026,98.27,0
10PJ121,2/1/2026,6.42,0
10PJ121,2/2/2026,118.53,0
10PJ121,2/3/2026,118.64,0
10PJ121,2/4/2026,224.5,0
10PJ121,2/5/2026,148.29,0
10PJ121,2/6/2026,19.83,0
10PJ121,2/7/2026,0.02,0
10PJ121,2/8/2026,17.4,0
10PJ121,2/9/2026,118.44,0
10PJ121,2/10/2026,127.58,0
10PJ121,2/11/2026,144.76,0
10PJ121,2/12/2026,119.22,0
10PJ121,2/13/2026,133.81,0
10PJ121,2/14/2026,0,0
10PJ121,2/15/2026,8.9,0
10PJ121,2/16/2026,133.98,0
10PJ121,2/17/2026,68.36,0
10PJ121,2/18/2026,13.06,0
10PJ121,2/19/2026,105.93,0
10PJ121,2/20/2026,25.88,0
10PJ121,2/21/2026,0,0
10PJ121,2/22/2026,8.93,0
10PJ121,2/23/2026,12.29,0
10PH148,2/1/2026,0,0
10PH148,2/2/2026,0,0
10PH148,2/3/2026,0,0
10PH148,2/4/2026,0,0
10PH148,2/5/2026,0,0
10PH148,2/6/2026,0,0
10PH148,2/7/2026,0,0
10PH148,2/8/2026,0,0
10PH148,2/9/2026,0,0
10PH148,2/10/2026,0,0
10PH148,2/11/2026,0,0
10PH148,2/12/2026,0,0
10PH148,2/13/2026,0,0
10PH148,2/14/2026,0,0
10PH148,2/15/2026,0,0
10PH148,2/16/2026,0,0
10PH148,2/17/2026,0,0
10PH148,2/18/2026,0,0
10PH148,2/19/2026,0,0
10PH148,2/20/2026,0,0
10PH148,2/21/2026,0,0
10PH148,2/22/2026,0,0
10PH148,2/23/2026,0,0
10JT403,2/1/2026,1.04,1
10JT403,2/2/2026,0,0
10JT403,2/3/2026,3.88,2
10JT403,2/4/2026,0.77,5
10JT403,2/5/2026,2.37,4
10JT403,2/6/2026,1.51,0
10JT403,2/7/2026,0.15,0
10JT403,2/8/2026,1.56,1
10JT403,2/9/2026,0,1
10JT403,2/10/2026,1.07,2
10JT403,2/11/2026,0,0
10JT403,2/12/2026,0.71,2
10JT403,2/13/2026,0,0
10JT403,2/14/2026,0.11,1
10JT403,2/15/2026,1.8,1
10JT403,2/16/2026,0,0
10JT403,2/17/2026,1.1,1
10JT403,2/18/2026,0.47,0
10JT403,2/19/2026,0.25,0
10JT403,2/20/2026,0,0
10JT403,2/21/2026,0,0
10JT403,2/22/2026,0,0
10JT403,2/23/2026,0,0
10PB389,2/1/2026,0,0
10PB389,2/2/2026,0,0
10PB389,2/3/2026,0,0
10PB389,2/4/2026,0,0
10PB389,2/5/2026,87.18,0
10PB389,2/6/2026,78.61,0
10PB389,2/7/2026,45.14,0
10PB389,2/8/2026,62.58,0
10PB389,2/9/2026,66.78,0
10PB389,2/10/2026,74.97,0
10PB389,2/11/2026,74.89,0
10PB389,2/12/2026,69.68,0
10PB389,2/13/2026,84.19,0
10PB389,2/14/2026,43.57,0
10PB389,2/15/2026,42.31,0
10PB389,2/16/2026,32.31,0
10PB389,2/17/2026,91.44,0
10PB389,2/18/2026,0,0
90AK749,2/1/2026,0,0
90AK749,2/2/2026,94.91,0
90AK749,2/3/2026,184.65,0
90AK749,2/4/2026,68.83,0
90AK749,2/5/2026,133.83,0
90AK749,2/6/2026,44.72,0
90AK749,2/7/2026,0,0
90AK749,2/8/2026,0,0
90AK749,2/9/2026,240.96,0
90AK749,2/10/2026,194.01,0
90AK749,2/11/2026,49.34,0
90AK749,2/12/2026,196.52,0
90AK749,2/13/2026,181.81,0
90AK749,2/14/2026,3.06,0
90AK749,2/15/2026,21.12,0
90AK749,2/16/2026,222.97,0
90AK749,2/17/2026,136.76,0
90AK749,2/18/2026,187.12,0
90AK749,2/19/2026,140.16,0
90AK749,2/20/2026,229.08,0
90AK749,2/21/2026,0,0
90AK749,2/22/2026,0,0
90AK749,2/23/2026,0,0
10PL895,2/1/2026,175.45,0
10PL895,2/2/2026,105.39,0
10PL895,2/3/2026,0,0
10PL895,2/4/2026,140.56,0
10PL895,2/5/2026,69.07,0
10PL895,2/6/2026,135,0
10PL895,2/7/2026,40.8,0
10PL895,2/8/2026,64.77,0
10PL895,2/9/2026,80.67,0
10PL895,2/10/2026,64.33,0
10PL895,2/11/2026,72.09,0
10PL895,2/12/2026,49.53,0
10PL895,2/13/2026,16.28,0
10PL895,2/14/2026,105.11,0
10PL895,2/15/2026,19.98,0
10PL895,2/16/2026,184.35,0
10PL895,2/17/2026,43.53,0
10PL895,2/18/2026,106.47,0
10PL895,2/19/2026,21.17,0
10PL895,2/20/2026,83.87,0
10PL895,2/21/2026,54.47,0
10PL895,2/22/2026,8.47,0
10PL895,2/23/2026,52.14,0
90AK905,2/6/2026,0,0
90AK905,2/11/2026,0,0
90AK905,2/17/2026,88.73,0
90AK905,2/18/2026,101.2,0
90AK905,2/19/2026,53.05,0
90AK905,2/20/2026,69.19,0
90AK905,2/21/2026,0,0
90AK905,2/22/2026,0,0
90AK905,2/23/2026,0,0
10PJ075,2/2/2026,107.58,0
10PJ075,2/3/2026,260.95,0
10PJ075,2/4/2026,50.23,0
10PJ075,2/5/2026,109.14,0
10PJ075,2/6/2026,78.35,0
10PJ075,2/9/2026,65.9,0
10PJ075,2/10/2026,107.46,0
10PJ075,2/11/2026,118.22,0
10PJ075,2/12/2026,179.9,0
10PJ075,2/13/2026,106.64,0
10PJ075,2/16/2026,157.05,0
10PJ075,2/17/2026,185.63,0
10PJ075,2/18/2026,147.04,0
10PJ075,2/19/2026,143.43,0
10PJ075,2/20/2026,104.7,0
10PJ075,2/23/2026,3.05,0
90JK908,2/2/2026,93.75,3
90JK908,2/3/2026,0.35,1
90JK908,2/4/2026,0.19,1
90JK908,2/5/2026,23.82,4
90JK908,2/6/2026,22.71,3
90JK908,2/7/2026,39.22,4
90JK908,2/8/2026,33.13,7
90JK908,2/9/2026,38.99,6
90JK908,2/11/2026,22.34,5
90JK908,2/12/2026,7.49,4
90JK908,2/13/2026,9.15,5
90JK908,2/14/2026,0.05,0
90JK908,2/16/2026,1.01,1
90JK908,2/17/2026,16.61,3
90JK908,2/18/2026,8.51,4
90JK908,2/19/2026,9.2,2
90JK908,2/20/2026,7.69,2
90JK908,2/21/2026,18.65,4
90JR345,2/1/2026,0,0
90JR345,2/2/2026,126.54,0
90JR345,2/3/2026,121.87,0
90JR345,2/4/2026,142.34,0
90JR345,2/5/2026,122.05,0
90JR345,2/6/2026,127.58,0
90JR345,2/7/2026,35.58,0
90JR345,2/8/2026,34.84,0
90JR345,2/9/2026,133.52,0
90JR345,2/10/2026,13.71,0
90JR345,2/11/2026,131.77,0
90JR345,2/12/2026,81.48,0
90JR345,2/13/2026,233.69,0
90JR345,2/14/2026,5.32,0
90JR345,2/15/2026,6.28,0
90JR345,2/16/2026,128.3,0
90JR345,2/17/2026,0,0
90JR345,2/18/2026,130.49,0
90JR345,2/19/2026,84.61,0
90JR345,2/20/2026,134.52,0
90JR345,2/21/2026,8.55,0
90JR345,2/22/2026,7.87,0
90JR345,2/23/2026,0,0
90JU675,2/2/2026,447.84,0
90JU675,2/3/2026,84.45,0
90JU675,2/4/2026,396.07,0
90JU675,2/5/2026,516.56,0
90JU675,2/6/2026,58.47,0
90JU675,2/9/2026,192.06,0
90JU675,2/10/2026,143.85,0
90JU675,2/11/2026,61.18,0
90JU675,2/12/2026,173.47,0
90JU675,2/13/2026,170.84,0
90JU675,2/16/2026,284.33,0
90JU675,2/17/2026,141.07,0
90JU675,2/18/2026,497.27,0
90JU675,2/19/2026,170.39,0
90JU675,2/20/2026,377.86,0
90JU675,2/21/2026,118.15,0
77JC580,2/1/2026,48.21,0
77JC580,2/2/2026,108.49,0
77JC580,2/3/2026,74.85,0
77JC580,2/4/2026,88.62,0
77JC580,2/5/2026,35.77,0
77JC580,2/6/2026,137.8,0
77JC580,2/7/2026,104.13,0
77JC580,2/8/2026,21.84,0
77JC580,2/9/2026,138.46,0
77JC580,2/10/2026,67.3,0
77JC580,2/11/2026,131.86,0
77JC580,2/12/2026,67.76,0
77JC580,2/13/2026,71.27,0
77JC580,2/14/2026,63.95,0
77JC580,2/15/2026,83.52,0
77JC580,2/16/2026,128.39,0
77JC580,2/17/2026,27.96,0
77JC580,2/18/2026,90.12,0
77JC580,2/19/2026,138.37,0
77JC580,2/20/2026,30.84,0
77JC580,2/21/2026,87.15,0
77JC580,2/22/2026,20.28,0
77JC580,2/23/2026,0,0
90JP025,2/1/2026,87.02,0
90JP025,2/2/2026,87.48,0
90JP025,2/3/2026,76.63,0
90JP025,2/4/2026,103.07,0
90JP025,2/5/2026,127.54,0
90JP025,2/6/2026,101.55,0
90JP025,2/7/2026,156.22,0
90JP025,2/8/2026,154.28,0
90JP025,2/9/2026,92.66,0
90JP025,2/10/2026,120.03,0
90JP025,2/11/2026,93.14,0
90JP025,2/12/2026,82.13,0
90JP025,2/13/2026,89.99,0
90JP025,2/14/2026,97.88,0
90JP025,2/15/2026,85.82,0
90JP025,2/16/2026,101.86,0
90JP025,2/17/2026,103.42,0
90JP025,2/18/2026,0.17,0
90JP025,2/19/2026,104.36,0
90JP025,2/20/2026,69.42,0
90JP025,2/21/2026,87.85,0
90JP025,2/22/2026,81.19,0
90JP025,2/23/2026,0,0
10JL599,2/1/2026,0,0
10JL599,2/2/2026,139.85,0
10JL599,2/3/2026,120.5,0
10JL599,2/4/2026,107.89,0
10JL599,2/5/2026,143.65,0
10JL599,2/6/2026,114.89,0
10JL599,2/7/2026,1.79,0
10JL599,2/8/2026,1.21,0
10JL599,2/9/2026,127.23,0
10JL599,2/10/2026,92.55,0
10JL599,2/11/2026,105.3,0
10JL599,2/12/2026,102.98,0
10JL599,2/13/2026,122.87,0
10JL599,2/14/2026,0,0
10JL599,2/15/2026,0,0
10JL599,2/16/2026,84.8,0
10JL599,2/17/2026,112.91,0
10JL599,2/18/2026,115.6,0
10JL599,2/19/2026,81.14,0
10JL599,2/20/2026,66.34,0
10JL599,2/21/2026,0.31,0
10JL599,2/22/2026,0,0
10JL599,2/23/2026,0,0
77JA482,2/1/2026,0,0
77JA482,2/2/2026,65.26,0
77JA482,2/3/2026,38.11,0
77JA482,2/4/2026,20.21,0
77JA482,2/5/2026,58.47,0
77JA482,2/6/2026,41.31,0
77JA482,2/7/2026,23.04,0
77JA482,2/8/2026,0,0
77JA482,2/9/2026,53.38,0
77JA482,2/10/2026,22.56,0
77JA482,2/11/2026,58.76,0
77JA482,2/12/2026,61.06,0
77JA482,2/13/2026,50.37,0
77JA482,2/14/2026,40.22,0
77JA482,2/15/2026,38.57,0
